gauge_id,p_mean,pet_mean,aridity,frac_snow,moisture_index,seasonality,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,cly_pc_sav,slt_pc_sav,snd_pc_sav,lit_cl_smj,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,ele_mt_sav,ele_mt_smn,ele_mt_smx,slp_dg_sav,sgr_dk_sav,area,Class
camelsaus_403232,3.11767403655281,17.6622623040592,5.66520492424161,0,-0.683000110630218,0.849881775486496,0.0575672530631802,1.21707670043415,0.648435895680745,4.50451735615787,28,18,54,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,317,1224,183,195,125.044406349024,3
camelsaus_405209,3.15894448627557,16.3505462386199,5.17595238208741,0,-0.678619255003616,0.727229733438005,0.0481894722431377,1.15032679738562,0.598261345745773,3.91752577319588,26.1016356824311,21.5294566309772,52.3689076865918,3,92.9034848914798,0,6.11785972047531,0,0,0,0,0,0,0,0,0.652436925363301,0,0,0,0,0,0,0,0,630.858263459227,243.670275942635,1349.09861638371,104.05018750366,229.118611588968,625.736169307919,3
camelsaus_405215,3.14582449175164,16.9343644328839,5.3831243533407,0,-0.675286634574015,0.818831048130193,0.0550345677322198,1.18759231905465,0.627010746799918,4.23485899214055,23.5981446311395,19.1346330533303,56.8570461997576,3,92.0612451169052,0,6.42436272642282,0,0,0,0,0,0,0,0,1.2980504200045,0,0,0,0,0,0,0,0,878.721452330815,440.262448779442,1593.2849874298,178.537710029235,193.454768069768,369.616482597405,3
camelsaus_405218,3.00234649873365,16.9893948935588,5.65870558269164,0,-0.703129443618041,0.713225170317623,0.0514751180778971,1.175,0.616674652611404,4.09313948205361,24.7478060936508,20.0369517586505,55.9659734498151,3,94.7284055857939,0,5.27159441420611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.783387312166,479.157078777473,1504.77686805883,185.450960754657,201.680138002972,366.815717416973,3
camelsaus_405219,2.86761722226023,16.7054548565952,5.82555256221683,0,-0.728074131724038,0.601154445000275,0.0457252378670682,1.15972222222222,0.605996303648436,3.89142857142857,24.866778448976,19.2898979237904,55.8539086907793,3,79.7243109082686,0,20.2756890917313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.888474846754,422.347517687403,1407.97217904017,173.50507930282,211.680125064539,699.31936382139,3
camelsaus_405227,3.10438428366075,16.4649305222808,5.30376687220727,0,-0.683308536632427,0.746217344265447,0.0471627079197754,1.16977928692699,0.600794031076734,3.95004500450045,25.6919696389206,19.036908554822,55.2288360032766,9,91.8762027709512,0,8.12379722904874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.060646020674,430.350644721804,1388.14661298249,149.355195285007,211.949135098699,628.327309677407,3
camelsaus_405264,3.21009720035592,16.052121295092,5.00050942174345,0,-0.673781934520442,0.739281477422519,0.0451776302279416,1.14982578397213,0.590184133068656,3.78822495606327,25.5140090626249,19.4476545989971,54.5243272757531,9,95.9395589782986,0,4.0604410217014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.107074709531,511.918091671052,1428.05957169813,141.805936371661,198.354433550224,336.931232872041,3
camelsaus_410730,2.54315695803954,19.0259538640564,7.48123461428943,0,-0.828414238655563,0.283010371509897,0.0555137244164556,1.21225710014948,0.663221301937162,4.30239786856128,24,14,62,3,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,961,1864,137,141,129.363117895351,3
camelsaus_410731,2.15723526593193,16.6146779382572,7.70183864534572,0,-0.845212291406173,0.231551608067749,0.0553768225066739,1.24461538461538,0.689369566705456,4.56114130434783,22.4857210249673,16.0870548648259,61.6944018228213,3,80.8019379757959,0,10.1882583133806,0,0,0,0,0,0,0,0,8.14809985178649,0,0,0,0,0,0,0,0,1139.88507531082,764.446156034083,1643.76653140613,125.019774311674,176.987506748125,669.767010062621,2
camelsaus_422313B,2.24586487781503,19.8894017386544,8.8560099653032,0,-0.888853058603523,0.125436397056029,0.0577041549729618,1.33175355450237,0.724279553699774,5.8297520661157,31,24,45,5,61,0,0,0,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,721,469,1357,104,73,154.047975503435,1
camelsaus_422394A,2.16776302279415,16.9195605448696,7.80507849195668,0,-0.873461708431381,0.143285675814339,0.0573619001985077,1.34726688102894,0.723595044150866,5.85975609756098,29.3580770628058,20.4139510198934,50.2279719173008,5,42.3764665762675,0,8.69514157719147,0,0,0,0,0,0,0,0,28.704999506149,20.223392340392,0,0,0,0,0,0,0,666.0362872277,495.262412732572,1108.66390842912,71.3670615228384,88.4671630183281,328.561449547652,2
camelsaus_606001,1.59636799233349,8.14823944144021,5.10423629173968,0,-0.730432573946804,0.607004150132817,0.0587309192963241,1.18508287292818,0.721336162639469,5.29547738693467,13.856723673314,12.2072708224501,73.5506441035278,9,96.6304880426854,0,0.177342734595507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01482648812363,0,196.520829702356,139.427629374392,271.93077672801,28.0314655138242,35.521989768303,473.849744685534,1
camelsaus_613002,1.80780614689573,10.3875665685537,5.7459515703001,0,-0.694609556544807,0.88594138703814,0.0659867205147511,1.26842105263158,0.764323362310904,6.59539279385706,15,11,74,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,212,444,35,54,147.238713987056,3
camelsaus_616002,1.39226641111644,9.22621945376139,6.62676293854062,0,-0.744881638212951,0.737727059134178,0.0648230542816072,1.28319783197832,0.803614210418235,7.49202297383535,11.0237853152079,5.23202026738912,83.8859091196544,9,46.5978848137234,0,47.9395590775561,0,0,0,0,0,0,0,0,4.4383268383354,0.341409756795031,0,0,0,0,0,0,0,298.402616043659,214.255302492231,412.410252657441,28.7662101757032,42.1324080310828,670.418519555384,1
camelsaus_616013,1.27929632418373,9.9894667670614,7.80856364410746,0,-0.785107127267899,0.630729562017857,0.0653706619207337,1.27844712182062,0.816277637073037,7.87648612945839,10.523869572548,4.17462319084935,84.476130427452,1,40.786471178644,0,46.4874165479378,0,0,0,0,0,0,0,0,12.7261122734182,0,0,0,0,0,0,0,0,296.62298887601,218.885300017566,380.060068440685,28.9008080804026,47.8707738600599,328.512043104237,1
camelsaus_804001,2.17798206584981,8.66313436922449,3.97759674198433,0,-0.710341768109987,1.0504297991219,0.0590731740707782,1.74343434343434,0.756725306318023,12.1483516483516,26.0742191879814,19.0057252798916,54.8674583978783,3,0,0,34.6567188769449,0,0,0,0,0,0,0,0,40.6018416964621,24.6498396991624,0.0861832665014257,0,0,0,0,0,0,422.996181591018,357.415754040387,534.299394354564,17.4066004161649,37.4763099935564,1839.28908933699,1
camelsaus_915011A,1.80403655280989,9.00093298651517,4.98932960781514,0,-0.801786908490261,0.560188899116508,0.0618112122664111,1.82424242424242,0.808884933944829,11.2757633587786,21.3473397632012,13.8957061946297,64.7569540421691,2,0.500149984722029,0,3.55876569276301,0,0,0,0,0,0,0,0,46.5144703860224,49.4823430643658,0,0,0,0,0,0,0,842.97573490437,771.933383264545,944.455668852878,11.7945048256729,44.798304666749,566.355802122833,1
camelsaus_917107A,2.03839208706959,9.56678554315834,4.6932999808254,0,-0.773699813149108,0.83083321554093,0.0650284071462797,1.91919191919192,0.796700663974262,12.6373507057546,33.9829720964373,16.6500970317304,49.4862504325704,2,5.25186920111841,0,3.83862439630152,0,0,0,0,0,0,0,0,83.0854550166828,7.72725639564937,0,0,0,0,0,0,0,629.850558104382,528.266366180412,800.507968732885,16.6962296890837,57.5965695637606,459.611936806346,3
camelsaus_926002A,4.09192210281334,9.49903484153606,2.32141145477944,0,-0.51369847604081,1.3839883748914,0.0476418646040112,1.61484918793503,0.541036347457047,5.74836363636364,27.4910888583655,19.1550385055326,53.3538726361019,1,47.0583024621924,0,0.782846718777492,0,0,0,0,0,0,0,0,52.1588508190301,0,0,0,0,0,0,0,0,90.3930248384486,47.414162567831,133.355889669758,12.1420518346488,25.8811029283897,331.838542792792,3
camelsaus_G0060005,0.817612430693419,8.71008077212676,10.6530679392187,0,-0.911049963525581,0.127407136523755,0.0488055308371551,1.66978922716628,0.896296803340407,17.2063074901445,23.6373152038001,13.8067735832105,62.3626847961999,8,0,0,3.42697114742056,0,0,0,0,0,0,0,0,38.7392863150849,11.9182286460618,45.4714251044222,0,0,0,0,0,0,735.073543670173,601.231421752717,990.302494267795,34.5971642530861,89.3125637316436,437.548492699944,1
camelsaus_G8170002,3.70325005133821,10.27154767609,2.77365760715464,0,-0.553524312104651,1.32686721830828,0.0503114518447532,1.53765690376569,0.643575877883496,10.7451428571429,21.3992121234007,21.7746132820147,56.6956863771833,8,5.37257118176571,0,13.6244837513459,0,0,0,0,0,0,0,0,80.6923751869136,0,0,0,0,0,0,0,0,129.2630840918,68.4887452093076,240.138214178192,24.840380686842,36.8221829398426,645.715830673085,3
camelsaus_G9030124,1.9290567458416,10.5054603326717,5.4459052878138,0,-0.789518525696937,0.795355406365558,0.0673557396125675,2.05857740585774,0.804709425696489,14.9948979591837,22,17,62,1,0,0,12,0,0,0,0,0,0,0,0,77,11,0,0,0,0,0,0,0,248,209,281,2,17,197.267420686703,1
camelsbr_51940000,3.36441029502362,10.9413573824355,3.25208771314817,0,-0.683455032923884,0.191713279554085,0.0221781093846259,1.52112676056338,0.240399753576562,1.96971396522714,32.1670972458645,22.9164513770678,44.9164513770678,8,62.8329027541355,0,0,0,0,0,0,0.0835486229322374,0,0,0,0,1,0.916451377067763,0,26.4177431146612,1.83290275413552,0,6,0,267.801901051893,120.971581772945,522.956080921824,86.7441871808296,63.6787228842053,270.718283475805,5
camelsbr_57250000,5.02369498254501,5.65384489013621,1.12543554291824,0,-0.183368197197018,0.896859325365042,0.0455883359572866,1.36196319018405,0.453829830926141,3.19364161849711,29.9652700021495,18.9652700021495,51.0694599957009,8,38.0275600601872,24.4790500322431,0,0,0,0,0,0,0,0,0,19.6874300193459,12.4514899720559,0,1.93054000429909,2.20837998710274,2.00716993766326,0,0,0,918.963030621218,526.547390337478,1472.40623096514,122.625139961308,214.756890015047,218.817119728835,5
camelsbr_58060000,6.23715723184335,4.74759394893558,0.761179135375502,0,0.120883762724705,0.915452822575515,0.0245738928058046,1.21283783783784,0.364227530974057,3.17482100238664,30.5380123271086,20.9239753457829,48.5380123271086,9,40.327457607223,9.46198767289143,0,0,0,0,0,0,0,0,21.2163944674742,0,4.6140369813257,2.15204930843427,10.0058397475886,2,9.68422188795422,0,0,0,1187.64334365483,965.315886047611,1594.69590138313,106.771926037349,120.391802766263,268.813205128708,5
camelsbr_58258000,8.43962009720025,4.67416524060511,0.553835976829776,0,0.217879189214064,1.15232991590657,0.0316243411595591,1.27624309392265,0.394345951126018,3.62555066079295,29,18,53,8,31,7,0,0,0,0,0,0,0,0,15,0,2,5,4,14,21,0,0,0,793,396,2457,136,340,205.191342214568,5
camelsbr_58530000,8.24976795126285,4.81046204394551,0.583102709356708,0,0.181323837645343,1.17137998624862,0.0282017934150181,1.24848484848485,0.384899719351085,3.64892926670993,23.5281029286713,24.9435524498583,51.5283446214704,8,36.0938583198775,10.0188665134006,0,0,0,0,0,0,0,0,17.3776267916468,0,4.41504669985519,3.05660867867442,1.8867020783848,10.075564894814,16.6605987592252,0,0,0,1347.66870285085,947.41232242777,2342.28327623834,150.226515278964,309.634507195283,284.651814371885,5
camelsbr_58535000,7.83149839140256,4.82503319871314,0.61610600648403,0,0.14910982797818,1.18065683129268,0.0298446163323978,1.26011560693642,0.392908481073311,3.67477592829706,23.6770710234309,24.6434085186081,51.679520457961,8,31.264326605191,7.45550051825294,0,0,0,0,0,0,0,0,14.0627970975081,0,3.96225510429363,3.35822443774534,1.2827346463326,15.8062643171615,22.8448256910446,0,0,0,1239.30843072816,819.068561674855,2109.30050207608,151.433714229158,270.366321317145,419.617038434973,5
camelsbr_58542000,5.10017797248268,5.52879115613664,1.08403886804862,0,-0.19103110527504,1.15592153229987,0.03586830036279,1.2780487804878,0.457252378670682,3.94565859421146,27.3529401094927,21.6470598905073,51,8,18.4705989050727,3.05882032847818,0,0,0,0,0,0,0,0,15.2941016423909,0,6.35294010949273,2.70588021898545,0.352940109492726,13.2352994525364,40.1764791240582,0,0,0,1005.88241375891,546.764700547464,1592.94130664189,139.411778576595,231,344.574696353852,5
camelsbr_59370000,5.75898418782938,6.76406804024915,1.17452450287046,0,-0.217580703529125,1.06403688104891,0.0258744609487302,1.21153846153846,0.398795263193922,3.45551601423488,26.8947561362283,22.4644418269584,51.3133232133694,8,62.5760506134588,15.6272618850283,0,0,0,0,0,0,0,0,4.81877857652867,0,2.52482569480794,0.416158699195311,6.04562668180968,6.89997085780232,1.27394121927627,0,0,0,1152.37474670827,493.361261493445,1734.14274048696,143.478260737717,394.720293772658,640.751264606513,5
camelsbr_64620000,4.32614347320143,6.5771798206585,1.52033326250071,0,-0.32846267617362,0.499521687366578,0.0389485933328769,1.21063829787234,0.52378670682456,4,25.2354809206057,25.4389661442647,49.4182474349622,6,13.740802316895,12.9959136172082,0,0,0,0,0,0,0,0,14.7582429875163,0,17.5309666803207,1.86629700324803,0.145938912612567,32.5568898647889,4.81368284503738,0,0,0,860.33829193668,750.186217208761,1120.80361170668,55.8076469015424,80.0525303767763,1107.04868464002,5
camelsbr_65135000,5.17313094667668,9.56798754192619,1.84955448461494,0,-0.461636032191323,0.440811724803256,0.0356629474981175,1.17873303167421,0.445957971113697,3.26239359038558,19.3111046156463,20.4752161394638,60.4533732457345,9,24.241359052013,20.3266757878537,0,0,0,0,0,0,0,0,32.0172073051957,0,5.71393376520489,3.30240079231726,0,3.81857754355703,9.18532227908653,0,0,0,918.834415608555,849.359745666122,1188.65260435996,41.7397974184799,35.4054536606797,601.673780830173,5
camelsbr_65180000,5.14753508111435,9.99438565267982,1.9415867002729,0,-0.482012176140709,0.31410776419851,0.0341570264905195,1.17136150234742,0.470600314874393,3.32446808510638,22.6974952911052,24.4322934468207,52.6050094177896,3,49.3121761043883,8.22774450657912,0,0,0,0,0,0,0,0,4.83877978806114,0,8.17365888945705,0,0.476461619881698,26.1767178509783,2.08163314409527,0,0,0,897.894912524074,779.123029134806,1158.16717607467,66.2636502962394,86.6629454042088,768.103108493486,4
camelsbr_70100000,6.27840577726057,4.75098021767402,0.756717610524848,0,0.237670285982237,0.323383367248833,0.0316243411595591,1.1608040201005,0.426380998014922,2.92853784673249,27.5949493655451,25,47.4050506344549,2,29.4462724445428,24.3557327982336,0,0,0,0,0,0,0,0,25.3620914840937,0,9.69774752950204,3.50721603908396,2.65374914187256,0.59494936554508,5.04655560083791,0,0,0,1390.79300838202,1170.46455061292,1664.2483672559,92.6237219779684,130.026802265134,517.365897314528,5
camelsbr_71300000,5.43088849339445,8.60319255253612,1.5841224806954,0,-0.359041629248799,0.26749778133574,0.0350468889041002,1.1743119266055,0.450749537956054,3.09736594543744,25.6975745626419,21.3118787026565,52.8416438192363,3,55.1948297270979,9.0385947359149,0,0,0,0,0,0,0,0,6.69416371543977,0,4.95763322223958,1.47669828079055,3.74416173020743,14.0018917894393,3.5143464494034,0,0.0653291668117997,0,1111.62616858379,870.613242751433,1614.34897593217,111.599233240845,148.185922891627,1987.48276163812,5
camelsbr_73765000,5.56177904031759,5.52419330549659,0.993242138073351,0,0.0217071249740931,0.620272985955665,0.0435348073105619,1.16911764705882,0.545554110479841,3.82070949185043,36,26,38,2,1,4.19600351416466,0,0,0,0,0,0,0,0,3.41198945750601,0,19.029973643765,0.401998242917668,0,70.9600351416466,0,0,0,0,598.690272347761,409.946223149456,822.076108939104,100.588010542494,121.970026356235,270.195613330023,4
camelsbr_82320000,5.91927921144496,4.19283934560885,0.708336132801773,0,0.278349171396559,0.322261038546922,0.033198713122048,1.16028708133971,0.408515298788418,3.06051282051282,23.578249810117,24.339143074152,52.082607115731,7,83.7870370977193,2.83478576853801,0,0,0,0,0,0,0,0,0,0,0.082607115730995,0,0,12.3781771337427,0,0,0,0,757.087509494152,162.913217269591,976.660856925848,89.2129629022808,396.574074195439,187.975864005917,5
camelsbr_83105000,5.07287014853856,7.64506057909508,1.50704834841821,0,-0.327945367245358,0.275774298026486,0.0400438086111301,1.21621621621622,0.44869600930933,3.01240808823529,29.4940591305294,17.4662714257481,52.7717452365864,3,44.8714470554735,10.4268025078226,0,0,0,0,0,0,0,0,5.84231235513761,0,11.9063503650161,0.575517857994478,2.53584841427205,22.9157386386448,0.817974726166275,0,0,0,891.045101810691,473.051508079093,1479.62651337719,124.691885238306,287.391098177588,436.919280634296,5
camelsbr_83250000,4.70602847559723,7.2380026011363,1.53802779534133,0,-0.327509276572617,0.37543870806235,0.0407283181600383,1.24217118997912,0.472996098295571,3.18579990779161,24.7342292297405,22.1293192996597,53.1988973111093,3,24.6757420615894,3.97704878884312,0,0,0,0,0,0,0,0,2.87572834586382,0,15.3249318074389,0.752405479284274,1.10107313731103,44.1927341604467,6.2488532646065,0,0,0,707.952351464198,406.221998718132,1253.93314758774,100.145833774507,195.805987024905,1686.49466131019,5
camelsbr_83345000,4.50216647272228,10.9576302279417,2.43385718727456,0,-0.585000402575329,0.240747300610594,0.0390854952426586,1.16293279022403,0.505373399958929,3.55807228915663,22.7049985515638,24.5942215730659,52.6751049338147,3,42.5253302715765,5.57400511687255,0,0,0,0,0,0,0,0,1.19889210292486,0,1.27083810804693,0.636967077173611,1.06188004267987,45.4188644810221,1.59519945347458,0,0,0,684.111524385435,453.378667996075,936.142694051497,95.9326211918671,155.986817129993,1459.08054255141,4
camelsbr_83675000,6.17974741597643,4.42412280101308,0.715906735860343,0,0.269811775435138,0.328391018623972,0.0331302621671572,1.13348946135831,0.403039222397152,2.95730788548468,29.4108625850702,18,52.5891374149298,8,59.6565581148378,8.11044541724276,0,0,0,0,0,0,0,0,0.662610931554752,0,2.90736589210124,0,3.9283460499153,24.2381702873172,0,0,0,0,670.024988722306,381.364296833127,963.336348334706,94.0565412046002,187.112512648754,528.261040559002,5
camelsbr_84071000,5.2938086111301,5.17041002121982,0.976690016777176,0,0.0238860488007631,0.364351283873362,0.0377164761448422,1.23266219239374,0.427407762338285,2.90283589028359,28.5188237463073,17.0344832200518,54.8949712522316,3,51.2250424918114,1.91890247436887,0,0,0,0,0,0,0,0,1.58399789536428,0,3.64426020060242,0.099845467279829,1.04065590728141,40.0750444885422,0.672988537621392,0,0,0,707.227461215568,304.461868592766,1045.36232266726,117.925821924236,220.610190434561,1027.34436256508,5
camelsbr_84520000,5.44521938531039,5.29075775207062,0.971633533507123,0,0.0132275061201427,0.479902914380685,0.0395646519268943,1.17479674796748,0.444041344376754,2.98664825046041,27.0783960463022,14.9535006740222,57.9681032796757,3,82.1504818309408,0.953500674022193,0,0,0,0,0,0,0,0,0.938898068368738,0,0.938898068368738,0,2.39105298788221,12.1577193362329,0,0,0,0,802.256402951195,358.965632714807,1280.19847179008,128.301582866704,269.906948499377,377.430212143613,5
camelsbr_84551000,5.94596960777598,4.48940584571156,0.755033433040161,0,0.222214310550427,0.450201508325806,0.036621260866589,1.13588110403397,0.443630638647409,2.95127504553734,28.4657125128004,18.9680760194511,52.5662114677485,9,24.4787284401441,1.78125914945897,0,0,0,0,0,0,0,0,2.03295782501968,0,6.81421697447865,0.406591565003937,2.49763649334934,55.8551527725776,4.85086796832887,0,0,0,464.525229122896,98.9794664669058,1509.32302742991,101.247432029588,190.709469531834,388.068078233188,5
camelsbr_84598002,5.16444246697237,6.32342049421592,1.22441493629863,0,-0.184405598944963,0.499494017145156,0.0417550824834006,1.2007874015748,0.473338353070025,3.09673085535155,22.1529202511464,16.5066817567461,60.9289567180389,9,57.421624920071,0,0,0,0,0,0,0,0,0,0.215248540328696,0,2.99844327844988,0,1.77959099056523,36.9960017206632,0.372817112033676,0,0,0,546.0095267948,225.379896831763,1028.30497845966,112.621383545587,256.821344614796,627.256379897775,5
camelsbr_84600000,5.0395625983982,6.4280183448559,1.27551116180182,0,-0.214565591493693,0.477323662275266,0.0425764939420904,1.20776699029126,0.479362037100418,3.1221578243424,21.8506801655347,16.316433573687,61.5012482044689,9,50.5207220958778,0,0,0,0,0,0,0,0,0,0.173676387410087,0,3.47932245711012,0,1.43159339824144,43.7382063608816,0.586388925810554,0,0,0,489.006006825813,186.930112162301,974.974397708004,110.752185306173,233.943906522042,779.441539221654,5
camelsbr_86700000,5.23914162502567,8.50896228352388,1.62411381339251,0,-0.341155562540714,0.52309002072381,0.0482579231980286,1.14820846905537,0.547881442946129,3.49367088607595,32.059474898727,24.7036188901365,43.6401344886294,2,38.0113669811916,10.5037113504823,0,0,0,0,0,0,0,0,3.79299271707274,0,3.05274297977055,0,0,43.4456425264686,0.897162335150746,0,0,0,479.954514277371,183.180611875546,702.320284147333,122.759393600681,181.358159618,431.021407273141,4
camelscl_1050002,1.45148333219249,4.06527003901706,2.80076935701108,0,-0.667536838812818,1.10878797763567,0.0764597166130467,2.1357552581262,0.763091245122869,13.762962962963,15.5358977024191,14,70.4430475901911,12,0,0,0,0,0,0,0,0,0,0,0,0.959665360180626,0,24.9501580375582,0,0,0,74.5700092823515,0,0,4296.26418117839,3973.22449413657,4962.51468973495,75.4641022975809,213.75634295463,392.858586618714,2
camelscl_1201005,2.06967143541651,4.27339174481485,2.06476819058714,0,-0.548249501676444,1.21875049212247,0.051543569032788,1.55578512396694,0.676774591005544,10.418335089568,16.1221199325822,16.3057876676308,67.8774828874005,1,0,0,0,0,0,0,0,0,0,0,0,7.79798653110169,0.619382075617901,53.6164164564887,0.611178155244359,0,1.2133580300806,32.7717963872406,2.42790760021306,0.925169743248725,4426.95898934897,4033.63069885121,5738.58859793644,87.0076734350242,216.978088179767,417.988656967063,2
camelscl_12284002,3.22260045177627,5.39096515846395,1.67286178945717,0.356195143366641,-0.0758392778881951,1.53399427366761,0.0296392634677253,1.16085790884719,0.434595112601821,2.52244735796583,15.1002349395082,14.0126078618604,70.9347917873025,2,22.0935477376344,0.659302692498459,0.952365411328958,0,0,0,0,0,0,0,0,4.05640640807323,12.00475309081,50.8758311770371,2.4928203566049,1.45618646117606,0,0,6.00520055449805,0.392137953408622,811.75479644253,388.465596260665,1694.39110171081,105.028678529665,218.023822855915,562.531817955893,2
camelscl_12284003,2.61738448901361,5.48569785748507,2.0958700872994,0.277379662867266,-0.191702165785981,1.42096685358522,0.0288863029639263,1.14673913043478,0.476281744130331,2.55152181884855,15.9056257015864,11.7623785102552,72.5171874156645,2,10.0583824040765,0.592087068863621,0.832519146597836,0,0,0,0,0,0,0,0,2.48752893255266,3.96406221287252,75.899578781147,2.05060653814745,0.473689564791226,0,0,2.36835940601,0.865709216593707,585.956003793504,296.545075100064,1301.41511787291,59.3972847424048,150.472337563099,1722.74004760719,2
camelscl_12284006,5.12725374768978,4.35786227667876,0.849940824294547,0.36465866740978,0.239229725963356,1.30782329702249,0.0220412074748442,1.14184397163121,0.326442603874324,2.27963671128107,14.4405419755511,15.7847653022738,69.0736971243466,3,19.8545946263525,0.410988046463173,9.72357557597924,0,0,0,0,0,0,0,0,5.91167176552341,15.5007440954251,38.8028531301072,2.30325141222868,2.49283840421888,0,0.202981272228924,3.33812427587853,0,753.725316841226,298.750387707362,1519.56264180653,125.121526588357,204.75060186989,898.281939178847,3
camelscl_12582001,3.69890478472174,3.70417893079609,1.00142586694746,0.187887455456997,0.140402593142803,1.09929280605129,0.0104045451434047,1.07801418439716,0.295365870353891,2.13508164275111,20.6660921927275,20.6943319687276,58.2874325842164,3,18.9726847686162,5.69182007232693,59.588788741644,0,0,2.73707636128595,0,0,0,0,0,1.70553650748081,7.85805408819714,0.788528324101058,0,0.63040869736151,0,1.12815436115556,0.596450691579461,0,352.037355650325,143.628439685757,783.684191658708,85.076176968608,119.202484802647,860.130366945088,5
camelscl_12600001,4.4241008967075,2.15098569375043,0.486197250915148,0.188381943233808,0.576330548824078,0.835443835322988,0.0151276610308713,1.105,0.313368471490177,2.28329177057357,13.6812296143394,15.5578897750113,70.768793995052,3,10.1019017385186,10.1615287214798,48.6647473105958,0,0,0.507334515397157,0,0,0,0,0,4.65111203179417,12.4761941330828,2.95938305571733,1.69594831909069,1.21719340605881,0.456034834221359,4.97978962678167,0.960716784436876,0,405.634996416566,222.283852623782,927.033898827962,65.9061004897643,145.103313487591,502.565182849236,5
camelscl_12622001,3.02075159148469,2.34023547128483,0.774719602194967,0.187516493143427,0.328578330726004,1.17406858747546,0.018687110685194,1.10526315789474,0.384694366486412,2.36731255265375,15.8610439001968,21.8554917842295,62.0706756961692,2,20.5882408704571,3.78069601423823,40.9696373641506,0,0,0.48195581439353,0,0,0,0,0,3.49680714714615,3.85416134160387,20.7692583113476,1.98473281604798,1.34113845011842,0.133191409843483,1.45483576459459,0.434209887950801,0,437.412281641603,274.215874420329,676.47936208045,47.1994356996495,100.040499134383,1473.86935327425,3
camelscl_12802001,1.61183106304333,3.40035936751317,2.10962516201474,0,-0.274198850241183,1.25082070796947,0.02669587240742,1.08635097493036,0.562461496337874,2.91693290734824,17.0106169069234,19.9220889446887,63.0225094195302,3,3.55871429029299,14.7073355781521,28.2599065010849,0,0,0,0,0,0,0,0,10.2794740662023,0.721351274581163,38.5868993562226,3.50486703542363,0.259721997366135,0,0,0,0,222.121242076592,95.8548222005804,327.145200589267,36.3330822591255,60.5939189030628,805.553033442309,2
camelscl_12805001,1.91147511807788,3.16552809911698,1.65606555334088,0,-0.146853842611553,1.24128020608209,0.0201245807379012,1.07692307692308,0.492641522349237,2.60477741585233,16.9198660509919,20.4373749743695,62.6572195720022,3,15.2185076884398,14.8308751053287,18.8719266027632,0,0,0,0,0,0,0,0,8.18290492635229,0.415130342404017,38.6185596164281,4.14871924408076,0.0144605973635475,0,0,0,0,263.730960278666,141.277212702611,373.941299985072,31.5586560366272,73.2459499316927,558.183258128372,2
camelscl_12806001,2.01638099801492,3.16417003217197,1.56923222113629,0,-0.137375467867114,1.16501733217057,0.017934150181395,1.08264462809917,0.467930727633651,2.51971986730557,16.2678118255733,19.793346633509,63.9673435397193,3,14.0852748019976,7.18214851236029,24.4848885675771,0,0,0,0,0,0,0,0,6.59794986300246,2.25539925361874,36.9015286841053,6.30095147560315,1.60870472857309,0,0,0,0,269.361854619531,142.264589683064,422.725264722241,36.0445678576654,74.0759193264607,598.577518090465,2
camelscl_4301002,1.12162365665005,2.29077897186667,2.04237754641208,0.788312491747413,-0.0606359438617515,1.84756923646969,0.0448353754534875,1.5521327014218,0.789513313710726,7.61320132013201,15.8849006918047,11.2999601602536,72.8083081035816,10,2.34275555107175,0,0,0,0,0,0,0,0,0,0,26.7434368820097,8.62937724686924,37.4059854481435,1.24350268071538,0.646564557946785,0,20.0233823038609,0,3.81993047033806,4273.39364163812,3236.18267751151,5773.19187609961,241.117654711453,598.086719341505,558.411496263987,2
camelscl_4311001,1.40070367581628,2.86485043466357,2.04529372209581,0.564820034970228,-0.178668992401274,1.70358657982979,0.0449038264083783,1.46102449888641,0.74392497775344,6.58267716535433,17.900439511493,12.1489798462548,69.5344005306649,9,2.01865993057064,0,0,0,0,0,0,0,0,0,0,17.8755187452685,1.75145966523818,47.837899285817,0.832360223174548,0.583819888412726,0,23.5164623731057,0,5,3576.20922736471,2423.47535912119,4828.42202335721,234.226571137444,774.920079122521,338.953279507691,2
